customer_id,first_name,last_name,gender,num_prev_purchase,DOB,age,job_title,job_industry,wealth_segment,owns_car,street,state,country,post_code,num_purchase,total_purchase
481,Marcella,Manzell,Female,68,1990-04-12,33.0,Programmer IV,Agriculture,Mass Customer,N,30991 Macpherson Parkway,NSW,Australia,2155,2.0,2156.44
482,Gar,Wallis,Male,33,1962-12-19,60.0,NA,Health,Mass Customer,N,40504 Tennyson Drive,NSW,Australia,2046,10.0,12435.64
483,Bertrand,Penkethman,Male,35,1973-05-02,50.0,Sales Representative,Retail,Affluent Customer,N,76369 Ridge Oak Place,VIC,Australia,3162,7.0,9472.66
484,Mason,Kohrsen,Male,64,1974-04-24,49.0,Programmer IV,Manufacturing,Mass Customer,N,51188 Annamark Hill,NSW,Australia,2037,5.0,6267.98
485,Ulrika,Steagall,Female,23,1974-11-08,48.0,Statistician III,Manufacturing,High Net Worth,N,00976 Sundown Lane,NSW,Australia,2428,6.0,3915.25
486,Prudi,Edon,Female,0,1955-12-30,67.0,Technical Writer,Manufacturing,Affluent Customer,N,87 Stone Corner Park,VIC,Australia,3141,5.0,7716.72
487,Elayne,Braiden,Female,70,1979-09-19,43.0,Food Chemist,Health,Mass Customer,N,9 Westridge Road,VIC,Australia,3178,2.0,1875.15
488,Domini,Ghelerdini,Female,24,1980-07-11,42.0,Help Desk Operator,Property,Mass Customer,N,4671 Buell Trail,VIC,Australia,3564,7.0,5951.79
489,Tresa,Reeks,Female,18,1971-05-31,52.0,Senior Editor,Retail,Mass Customer,N,3743 Melody Avenue,VIC,Australia,3550,5.0,6526.34
490,Lida,Boynton,Female,44,1992-06-15,31.0,Environmental Tech,Agriculture,Mass Customer,N,8670 Pine View Street,VIC,Australia,3070,9.0,11744.10
491,Andrea,Funcheon,Male,45,1976-02-20,47.0,Speech Pathologist,Property,Affluent Customer,N,31 Twin Pines Trail,VIC,Australia,3775,7.0,7287.93
492,Pail,Ashplant,Male,54,1976-04-28,47.0,Environmental Tech,Financial Services,Mass Customer,N,11731 3rd Hill,VIC,Australia,3004,4.0,5248.15
493,Tommie,Banbridge,Female,83,1960-09-13,62.0,Electrical Engineer,Manufacturing,Mass Customer,N,411 Lien Place,QLD,Australia,4226,3.0,607.78
494,Gaby,,Male,33,1975-06-02,48.0,Design Engineer,Manufacturing,Mass Customer,N,431 Ilene Center,NSW,Australia,2026,3.0,3371.34
495,Lucius,Prescott,Male,91,1959-02-21,64.0,VP Accounting,Financial Services,Mass Customer,N,4 Pond Parkway,VIC,Australia,3185,6.0,7036.22
496,Korry,Cosgrove,Female,25,1976-01-28,47.0,Engineer II,Financial Services,Affluent Customer,N,61293 Delladonna Way,NSW,Australia,2015,4.0,3612.19
497,Allissa,Brinklow,Female,96,1974-01-09,49.0,NA,Property,Mass Customer,N,6390 Truax Park,VIC,Australia,3012,4.0,2772.15
498,Emmalee,Sketcher,Female,58,1978-04-30,45.0,VP Sales,Manufacturing,High Net Worth,N,470 Bunting Center,NSW,Australia,2447,7.0,6661.53
499,Dalli,Baggally,Male,39,1961-03-15,62.0,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,02 Boyd Crossing,VIC,Australia,3143,11.0,9984.35
500,Lazar,Crathern,Male,19,1992-04-11,31.0,Recruiting Manager,Retail,Affluent Customer,N,2639 Brown Road,VIC,Australia,3910,8.0,10172.10
501,Henrieta,MacClancey,Female,94,1977-06-10,46.0,Environmental Specialist,n/a,High Net Worth,N,0897 Little Fleur Way,VIC,Australia,3621,4.0,3269.40
502,Rica,Raveau,Female,39,1970-12-24,52.0,Teacher,Manufacturing,Mass Customer,N,353 Stuart Trail,QLD,Australia,4702,5.0,4852.31
503,Burr,Gerb,Male,87,1989-07-19,33.0,Dental Hygienist,Health,Affluent Customer,N,9 Rowland Road,NSW,Australia,2133,4.0,3750.26
504,Vinny,Hegley,Male,93,1995-04-25,28.0,Environmental Tech,Manufacturing,High Net Worth,N,830 Summit Center,VIC,Australia,3075,8.0,6595.02
505,Wylma,Elsy,Female,40,1966-12-01,56.0,NA,n/a,High Net Worth,N,4754 Moulton Alley,NSW,Australia,2069,5.0,4941.04
506,Brett,Scrancher,Female,43,1985-02-14,38.0,Health Coach II,Retail,Mass Customer,N,808 Debra Center,VIC,Australia,3911,10.0,14729.98
507,Gwen,Jakubczyk,Female,98,1971-07-05,51.0,NA,Health,Mass Customer,N,8739 Service Park,NSW,Australia,2250,8.0,8567.79
508,Abagail,Tordiffe,Female,94,1971-01-18,52.0,Project Manager,Property,Mass Customer,N,4 Thackeray Pass,NSW,Australia,2487,6.0,7982.30
509,Tobe,Vamplew,Male,64,1979-08-06,43.0,Developer II,Financial Services,Affluent Customer,N,9 Bayside Hill,QLD,Australia,4123,6.0,6017.45
510,Sheilah,Blackmore,Female,61,1992-06-15,31.0,NA,n/a,Mass Customer,N,20373 Kensington Pass,NSW,Australia,2151,2.0,3333.38
511,Theo,Tolmie,Female,92,1982-12-02,40.0,Dental Hygienist,Health,High Net Worth,N,7 Hooker Place,NSW,Australia,2428,5.0,3568.39
512,Sigfried,Semken,Male,76,1955-04-15,68.0,VP Accounting,Financial Services,Mass Customer,N,089 Old Shore Point,VIC,Australia,3156,4.0,4233.95
513,Kienan,Soar,U,30,,,Tax Accountant,IT,Mass Customer,N,5723 Raven Drive,VIC,Australia,3126,5.0,6704.63
514,Trent,,Male,9,1996-06-20,27.0,Associate Professor,Financial Services,Mass Customer,N,08501 Kropf Trail,VIC,Australia,3152,5.0,7401.06
515,Winna,Verny,Female,55,1989-09-04,33.0,Help Desk Operator,IT,High Net Worth,N,12845 Paget Lane,NSW,Australia,2026,9.0,10273.05
516,Craggy,Loadsman,Male,23,1958-01-07,65.0,Environmental Tech,Financial Services,Mass Customer,N,1 Vidon Pass,NSW,Australia,2233,10.0,11597.13
517,Iona,Fidgeon,Female,73,1985-08-20,37.0,Chief Design Engineer,Property,Mass Customer,N,590 Hayes Court,NSW,Australia,2027,6.0,6131.93
518,Bernhard,Senett,Male,60,1991-04-28,32.0,Database Administrator IV,Retail,Mass Customer,N,49503 Sachtjen Circle,QLD,Australia,4208,3.0,3288.99
519,Rabi,Nissle,Male,83,2000-04-07,23.0,NA,n/a,Mass Customer,N,2595 Grover Drive,VIC,Australia,3124,4.0,4470.85
520,Jazmin,Neumann,Female,66,1964-08-09,58.0,VP Quality Control,Financial Services,Affluent Customer,N,3169 Old Gate Point,NSW,Australia,2211,5.0,3478.03
521,Peri,Hovie,Female,29,1978-12-19,44.0,Help Desk Operator,Health,High Net Worth,N,90974 Chinook Parkway,NSW,Australia,2564,2.0,1369.98
522,Lynnelle,Comettoi,Female,64,1976-11-05,46.0,NA,n/a,Affluent Customer,N,75790 Towne Avenue,QLD,Australia,4221,4.0,4093.82
523,Elberta,Tixall,Female,44,1974-11-24,48.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,62 Northport Lane,NSW,Australia,2049,6.0,6485.21
524,Florence,Held,Female,16,1962-09-09,60.0,Nurse,Retail,Mass Customer,N,84 Calypso Circle,VIC,Australia,3690,7.0,7390.56
525,Lennard,Donizeau,Male,64,1980-02-12,43.0,Chemical Engineer,Manufacturing,Mass Customer,N,81848 Amoth Road,VIC,Australia,3282,8.0,10894.32
526,Ardelle,,U,9,,,Social Worker,Health,Mass Customer,N,27230 7th Place,NSW,Australia,2068,3.0,2674.66
527,Lorilyn,Topaz,Female,81,1990-10-19,32.0,VP Quality Control,Financial Services,Mass Customer,N,1 Cordelia Alley,NSW,Australia,2261,2.0,3042.35
528,Gayel,Downs,Female,10,1979-06-06,44.0,Registered Nurse,Health,Mass Customer,N,80 Lakewood Street,NSW,Australia,2576,7.0,8966.62
529,Sandor,Tumber,Male,18,1989-07-21,33.0,Operator,Retail,Affluent Customer,N,66834 Melby Way,NSW,Australia,2160,6.0,6498.74
530,Townie,Perez,Male,2,1974-09-24,48.0,Recruiter,Manufacturing,Mass Customer,N,35796 Buhler Plaza,VIC,Australia,3108,3.0,2816.79
531,Modesty,Fletcher,Female,94,1993-08-26,29.0,Senior Cost Accountant,Financial Services,High Net Worth,N,306 Longview Street,NSW,Australia,2145,6.0,4556.23
532,Row,Mawditt,Female,25,1961-01-14,62.0,Community Outreach Specialist,Financial Services,Affluent Customer,N,39632 Michigan Park,QLD,Australia,4165,6.0,7503.27
533,Conny,Shearmer,Male,40,1981-12-14,41.0,Database Administrator III,Retail,Mass Customer,N,1038 Hayes Point,NSW,Australia,2021,6.0,8672.62
534,Madel,Palffrey,Female,2,1954-08-16,68.0,Systems Administrator I,n/a,Mass Customer,N,46 Eastlawn Lane,NSW,Australia,2218,8.0,9324.36
535,Gracie,Merrifield,Female,67,1993-05-04,30.0,NA,n/a,Affluent Customer,N,12 Monument Alley,VIC,Australia,3124,2.0,1679.29
536,Jannelle,Leist,Female,64,1959-04-07,64.0,Recruiting Manager,Manufacturing,Affluent Customer,N,64700 2nd Alley,NSW,Australia,2145,4.0,4912.82
537,Raine,Sneezum,Female,16,1989-03-26,34.0,Structural Engineer,Entertainment,High Net Worth,N,999 Huxley Hill,NSW,Australia,2190,3.0,2018.54
538,Millicent,Wiffler,Female,33,1956-10-21,66.0,Chemical Engineer,Manufacturing,Mass Customer,N,311 Emmet Point,QLD,Australia,4211,7.0,10091.47
539,Hobie,Knappett,Male,53,1975-08-10,47.0,NA,Health,High Net Worth,N,000 Jana Hill,VIC,Australia,3170,8.0,7343.88
540,Tresa,Dy,Female,80,2001-04-28,22.0,Chemical Engineer,Manufacturing,Mass Customer,N,7671 Oak Valley Junction,NSW,Australia,2170,6.0,4982.26
541,Annissa,Balmforth,Female,23,1966-01-01,57.0,NA,Manufacturing,Affluent Customer,N,8304 Derek Park,VIC,Australia,3130,5.0,6244.03
542,Berri,McManamen,Female,78,1967-01-14,56.0,Accountant III,Manufacturing,Mass Customer,N,8635 Cody Crossing,NSW,Australia,2337,6.0,6399.45
543,Mikey,Rizzetti,Male,9,1973-08-03,49.0,Account Coordinator,Retail,Affluent Customer,N,20 Debs Road,NSW,Australia,2307,5.0,5127.44
544,Giacomo,Johanning,Male,51,1990-10-12,32.0,Structural Engineer,Manufacturing,High Net Worth,N,858 Independence Terrace,NSW,Australia,2121,4.0,3185.16
545,Alecia,Crosse,Female,43,1978-06-04,45.0,Project Manager,Health,Mass Customer,N,142 Cambridge Place,NSW,Australia,2761,6.0,9605.09
546,Jorie,Pigott,Female,80,1981-02-24,42.0,Information Systems Manager,Health,Mass Customer,N,20198 Hansons Plaza,NSW,Australia,2340,5.0,7164.90
547,Andee,Robjant,Female,22,1996-05-14,27.0,Sales Associate,Health,Mass Customer,N,04678 Elka Crossing,NSW,Australia,2745,6.0,5913.53
548,Georgie,Cudbertson,U,84,,,,IT,High Net Worth,N,5 Farmco Junction,QLD,Australia,4127,7.0,5757.02
549,Abrahan,Luckman,Male,84,1985-06-15,38.0,Human Resources Manager,Retail,Mass Customer,N,2 East Circle,NSW,Australia,2716,8.0,7971.78
550,Emeline,Jorioz,Female,16,1976-07-10,46.0,NA,Retail,Mass Customer,N,1949 Pepper Wood Pass,VIC,Australia,3168,5.0,4546.57
551,Florence,Muldoon,Female,8,1987-08-10,35.0,Structural Engineer,Financial Services,High Net Worth,N,7901 Park Meadow Plaza,VIC,Australia,3076,4.0,3277.64
552,Hilly,Kleinmann,Male,66,1978-09-09,44.0,Geological Engineer,Manufacturing,High Net Worth,N,58 Maywood Place,NSW,Australia,2750,4.0,2605.17
553,Charlean,Fantone,Female,62,1979-05-12,44.0,Senior Sales Associate,Agriculture,Affluent Customer,N,532 Bartillon Circle,NSW,Australia,2166,6.0,7486.55
554,Esmaria,Dobbison,Female,33,1955-05-06,68.0,Graphic Designer,Health,Mass Customer,N,032 Kenwood Circle,NSW,Australia,2031,3.0,2306.38
555,Jarib,Senior,Male,99,1970-11-08,52.0,Junior Executive,Property,Mass Customer,N,67 8th Terrace,VIC,Australia,3564,4.0,5261.73
556,Oralia,Gifford,Female,69,1957-09-08,65.0,Junior Executive,n/a,Mass Customer,N,06008 Anthes Pass,NSW,Australia,2478,5.0,6960.33
557,Cassie,Morley,Female,67,1961-06-02,62.0,NA,Manufacturing,Affluent Customer,N,956 Mccormick Place,QLD,Australia,4127,2.0,1834.45
558,Allene,Claypole,Female,96,1973-05-25,50.0,Programmer Analyst III,n/a,Mass Customer,N,6 Eggendart Circle,VIC,Australia,3016,7.0,8079.68
559,Erma,Vyel,Female,39,1988-03-05,35.0,Payment Adjustment Coordinator,Retail,High Net Worth,N,1 Service Alley,NSW,Australia,2116,4.0,4087.96
560,Dorree,Sanja,Female,1,1953-10-11,69.0,Social Worker,Health,Affluent Customer,N,62117 Trailsway Place,VIC,Australia,3356,6.0,7606.63
561,Karin,Burkill,Female,99,1977-08-15,45.0,Tax Accountant,n/a,Mass Customer,N,4 Graedel Parkway,NSW,Australia,2560,6.0,6794.93
562,Lindy,Fitzpayn,Female,88,1970-06-06,53.0,Marketing Assistant,n/a,Mass Customer,N,311 Chive Way,QLD,Australia,4680,5.0,5230.60
563,Rube,Itzhayek,Male,25,1974-09-20,48.0,Accounting Assistant II,IT,Mass Customer,N,9161 Hoepker Street,QLD,Australia,4740,7.0,6568.40
564,Nettie,Iddy,Female,7,1983-11-07,39.0,Operator,Retail,High Net Worth,N,19 Lakewood Gardens Way,NSW,Australia,2760,6.0,5736.15
565,Saleem,Meller,Male,30,1959-10-02,63.0,Civil Engineer,Manufacturing,Mass Customer,N,5861 Browning Park,NSW,Australia,2065,10.0,12454.34
566,Datha,McPheat,Female,66,1978-12-09,44.0,Systems Administrator I,Financial Services,High Net Worth,N,396 Butternut Point,NSW,Australia,2230,3.0,1865.68
567,Hashim,O'Leahy,Male,73,1965-07-08,57.0,NA,Financial Services,Affluent Customer,N,04 Hansons Street,NSW,Australia,2087,4.0,1621.62
568,Quinn,Fulks,Male,32,1957-12-15,65.0,VP Sales,Manufacturing,Mass Customer,N,8601 Cardinal Court,QLD,Australia,4505,7.0,6378.76
569,Jaime,Warkup,Male,30,1976-01-31,47.0,Analog Circuit Design manager,IT,Mass Customer,N,35631 Colorado Crossing,NSW,Australia,2630,4.0,7560.33
570,Xever,Baldetti,Male,14,1978-06-24,45.0,VP Product Management,Financial Services,Mass Customer,N,446 Dottie Court,NSW,Australia,2225,6.0,7501.93
571,Ramonda,McKellar,Female,30,1958-02-15,65.0,Assistant Media Planner,Entertainment,Mass Customer,N,37 Ilene Hill,VIC,Australia,3121,3.0,4111.67
572,Clementius,Everington,Male,0,1967-05-01,56.0,Clinical Specialist,Health,High Net Worth,N,909 Browning Crossing,VIC,Australia,3013,6.0,3453.38
573,Maurits,Kix,Male,39,1994-03-07,29.0,General Manager,n/a,Mass Customer,N,8498 Hoepker Circle,VIC,Australia,3136,2.0,2449.81
574,Gerard,Steketee,Male,95,1990-04-09,33.0,Senior Cost Accountant,Financial Services,Mass Customer,N,7 Claremont Court,NSW,Australia,2111,4.0,5279.52
575,Etan,Poyle,Male,64,1956-06-10,67.0,VP Accounting,Financial Services,High Net Worth,N,64 Hayes Circle,NSW,Australia,2209,2.0,2179.35
576,Bart,Eakle,Male,98,1977-05-19,46.0,Recruiter,Retail,Mass Customer,N,44 Bunting Parkway,NSW,Australia,2106,6.0,9475.42
577,Nadean,Fielding,Female,41,1956-04-08,67.0,NA,Property,Mass Customer,N,8 Pawling Alley,VIC,Australia,3930,11.0,11999.11
578,Charyl,Haimes,Female,72,1995-01-24,28.0,Web Developer I,n/a,High Net Worth,N,4 Carioca Way,VIC,Australia,3182,7.0,5379.06
579,Cathlene,Bellas,Female,89,1974-06-11,49.0,Software Engineer II,Health,Mass Customer,N,4559 Stoughton Lane,NSW,Australia,2097,9.0,11012.97
580,Johnathan,Audiss,Male,83,1975-12-03,47.0,Compensation Analyst,Financial Services,Mass Customer,N,7046 Surrey Road,NSW,Australia,2287,5.0,4456.28
581,Brenna,Dacks,Female,32,1969-05-22,54.0,Computer Systems Analyst IV,Financial Services,Mass Customer,N,58821 Warbler Crossing,NSW,Australia,2291,4.0,5950.64
582,Rhoda,McKeown,U,21,,,Staff Scientist,IT,Affluent Customer,N,95 Delladonna Plaza,NSW,Australia,2283,4.0,4163.06
583,Tirrell,Haysham,Male,97,1986-04-14,37.0,Registered Nurse,Health,Mass Customer,N,8 Sommers Circle,NSW,Australia,2305,4.0,4695.49
584,Fiona,Clines,Female,10,1995-09-15,27.0,Tax Accountant,Manufacturing,Affluent Customer,N,3 Lunder Place,NSW,Australia,2300,4.0,3855.60
585,Tiphany,Bonnier,Female,66,1978-04-20,45.0,Pharmacist,Health,Mass Customer,N,93098 Loftsgordon Pass,QLD,Australia,4179,7.0,8587.49
586,Jayme,Baunton,Female,63,1999-03-15,24.0,Chief Design Engineer,Manufacturing,Mass Customer,N,61493 Manufacturers Junction,NSW,Australia,2539,4.0,4709.07
587,Adolphus,Seers,Male,43,1966-05-27,57.0,Registered Nurse,Health,Mass Customer,N,1192 Declaration Hill,VIC,Australia,3207,7.0,7377.61
588,Gunther,Jackman,Male,15,1963-10-05,59.0,Assistant Media Planner,Entertainment,Mass Customer,N,62 Cherokee Terrace,NSW,Australia,2630,5.0,6053.33
589,Duff,Anan,Male,76,1995-12-07,27.0,Compensation Analyst,Financial Services,Mass Customer,N,01736 Saint Paul Way,NSW,Australia,2154,3.0,3716.01
590,Ddene,Burleton,Female,85,1988-09-09,34.0,Assistant Professor,Health,Mass Customer,N,9816 Carberry Trail,NSW,Australia,2036,12.0,15439.60
591,Sydney,Endacott,Male,16,1974-10-02,48.0,Business Systems Development Analyst,Entertainment,Affluent Customer,N,36912 Gina Pass,NSW,Australia,2133,2.0,1083.80
592,Edik,Connichie,Male,73,1992-09-24,30.0,VP Sales,Manufacturing,Mass Customer,N,86857 Hoepker Lane,QLD,Australia,4300,4.0,3192.94
593,Eugenius,Packe,Male,64,1984-08-07,38.0,Structural Analysis Engineer,n/a,Mass Customer,N,8435 Arkansas Terrace,NSW,Australia,2340,6.0,6075.91
594,Humfrey,Frankland,Male,74,1980-07-22,42.0,Office Assistant II,n/a,Mass Customer,N,25 Novick Center,NSW,Australia,2010,9.0,12386.47
595,Nikola,Jeanon,Male,72,1973-05-12,50.0,VP Marketing,Financial Services,Mass Customer,N,0278 Elka Place,QLD,Australia,4305,3.0,3268.42
596,Sue,Chapelhow,Female,9,1968-10-20,54.0,Recruiter,Property,Affluent Customer,N,067 Cottonwood Park,QLD,Australia,4340,3.0,4864.71
597,Cassandra,Aucoate,Female,6,1954-12-10,68.0,Recruiter,Manufacturing,Mass Customer,N,60010 Knutson Road,VIC,Australia,3137,5.0,4299.40
598,Zebulen,Swadon,Male,25,1967-06-27,56.0,Financial Advisor,Financial Services,High Net Worth,N,945 Hayes Park,NSW,Australia,2075,7.0,4071.78
599,Ernestus,Cruden,U,48,,,Senior Financial Analyst,Financial Services,Mass Customer,N,86 Huxley Parkway,VIC,Australia,3068,5.0,7250.75
600,Duke,Allnatt,Male,65,1974-05-10,49.0,Nurse,Agriculture,Mass Customer,N,0 Rigney Way,NSW,Australia,2148,3.0,3893.54
601,Ken,Renfree,Male,56,1992-12-04,30.0,Senior Quality Engineer,Retail,High Net Worth,N,71 Meadow Ridge Parkway,NSW,Australia,2539,5.0,3229.74
602,Lebbie,Bruck,Female,0,1992-03-28,31.0,Office Assistant II,n/a,High Net Worth,N,506 Iowa Center,QLD,Australia,4580,5.0,4485.75
603,Alidia,Durrett,Female,28,1987-04-18,36.0,Marketing Assistant,Financial Services,Affluent Customer,N,846 Clove Junction,QLD,Australia,4300,7.0,9319.74
604,Mella,Petrovsky,Female,72,1998-02-10,25.0,Help Desk Operator,IT,Affluent Customer,N,07 Pepper Wood Way,NSW,Australia,2750,6.0,8162.76
605,Bart,Creenan,Male,13,1972-03-26,51.0,Electrical Engineer,Manufacturing,Mass Customer,N,425 Thierer Junction,NSW,Australia,2761,8.0,9533.58
606,Filia,Rosson,Female,62,1989-07-16,33.0,Chemical Engineer,Manufacturing,Mass Customer,N,876 Ridgeview Circle,NSW,Australia,2566,6.0,6229.09
607,Adelaida,Redmond,Female,55,1976-08-10,46.0,Dental Hygienist,Health,Mass Customer,N,00164 Canary Drive,NSW,Australia,2041,10.0,14041.54
608,Alisun,Heinecke,Female,55,1980-01-08,43.0,Accounting Assistant I,Retail,High Net Worth,N,61 Talmadge Lane,QLD,Australia,4504,8.0,7902.38
609,Margalit,Dorwood,Female,32,2000-11-06,22.0,Computer Systems Analyst II,Health,Mass Customer,N,55 Birchwood Alley,NSW,Australia,2176,4.0,3937.44
610,Hyatt,Craine,Male,45,1958-03-16,65.0,Help Desk Technician,Financial Services,Mass Customer,N,3785 Dapin Drive,NSW,Australia,2036,9.0,9177.07
611,Otto,Huriche,Male,58,1986-12-20,36.0,Help Desk Technician,Manufacturing,Mass Customer,N,83 Ryan Hill,QLD,Australia,4551,8.0,11185.01
612,Grange,Skillington,Male,50,1962-01-12,61.0,GIS Technical Architect,Health,Mass Customer,N,679 Huxley Trail,NSW,Australia,2087,5.0,5934.48
613,Carolann,O'Hallagan,Female,4,1989-11-14,33.0,Analyst Programmer,Property,High Net Worth,N,2 Hoffman Way,NSW,Australia,2212,6.0,4755.84
614,Nonnah,Johns,Female,45,1995-09-12,27.0,NA,Manufacturing,Mass Customer,N,786 Rowland Court,NSW,Australia,2035,9.0,9515.65
615,Rebeca,Martonfi,Female,93,1956-05-11,67.0,Human Resources Assistant I,Property,Mass Customer,N,375 Drewry Alley,QLD,Australia,4120,4.0,6230.81
616,Perl,Bysaker,Female,36,1995-07-13,27.0,NA,Health,High Net Worth,N,608 Basil Alley,NSW,Australia,2306,4.0,4654.68
617,Idell,Cole,Female,81,1960-08-01,62.0,Director of Sales,Property,Mass Customer,N,9 Schmedeman Hill,QLD,Australia,4075,4.0,3917.23
618,Lucho,Mitie,Male,17,1962-04-05,61.0,Electrical Engineer,Manufacturing,Affluent Customer,N,95022 Roth Terrace,VIC,Australia,3975,2.0,2701.07
619,Finn,Dahlman,Male,39,1977-08-14,45.0,Speech Pathologist,Property,Mass Customer,N,66897 Pawling Circle,NSW,Australia,2066,7.0,8072.42
620,Willy,Langley,Female,54,1973-03-26,50.0,Financial Analyst,Financial Services,Mass Customer,N,1 Thackeray Crossing,QLD,Australia,4114,8.0,6506.61
621,Constantin,Giacobbo,Male,78,1964-11-29,58.0,Systems Administrator III,n/a,High Net Worth,N,363 Schiller Court,NSW,Australia,2763,9.0,9875.83
622,Arri,Lamden,Male,18,1968-10-18,54.0,NA,Financial Services,Mass Customer,N,1923 Fisk Lane,QLD,Australia,4341,3.0,4954.08
623,Hazel,Brokenshire,Male,52,1988-04-23,35.0,Health Coach II,Property,High Net Worth,N,4 Loeprich Avenue,QLD,Australia,4022,3.0,4061.83
624,Winny,Girtin,Male,44,1976-01-13,47.0,Research Assistant II,Manufacturing,Mass Customer,N,575 Prentice Road,NSW,Australia,2168,3.0,5079.93
625,Abra,Probets,Female,33,1974-11-27,48.0,Assistant Media Planner,Entertainment,High Net Worth,N,8 Melrose Road,QLD,Australia,4116,6.0,3260.74
626,Albrecht,Forty,Male,12,1992-11-24,30.0,Geological Engineer,Manufacturing,Mass Customer,N,226 Rowland Street,QLD,Australia,4178,9.0,9169.29
627,Shanta,Knill,Female,24,1970-09-24,52.0,NA,n/a,High Net Worth,N,6 Springs Junction,QLD,Australia,4123,5.0,5192.58
628,Mallissa,Gillespie,Female,14,1981-10-24,41.0,Actuary,Financial Services,Mass Customer,N,4744 Garrison Drive,QLD,Australia,4132,5.0,6041.27
629,Basil,Brellin,Male,29,1960-12-06,62.0,Chemical Engineer,Manufacturing,High Net Worth,N,64 Nelson Drive,QLD,Australia,4820,8.0,4862.75
630,D'arcy,Rowden,Male,90,1986-08-11,36.0,Statistician III,Property,Affluent Customer,N,87 Linden Park,NSW,Australia,2153,7.0,9406.55
631,Ortensia,Dronsfield,Female,33,1966-09-14,56.0,Computer Systems Analyst I,Health,Affluent Customer,N,329 Glacier Hill Alley,VIC,Australia,3076,6.0,3785.35
632,Angeli,O'Hegertie,Male,67,1998-04-26,25.0,General Manager,Health,Mass Customer,N,725 Cordelia Junction,VIC,Australia,3028,3.0,3911.85
633,Alair,Hopkins,Male,51,1986-03-12,37.0,Nurse,n/a,High Net Worth,N,32 Cody Place,QLD,Australia,4035,7.0,5322.56
634,Melonie,Zisneros,Female,35,1978-01-30,45.0,Speech Pathologist,Manufacturing,Mass Customer,N,04 Namekagon Pass,NSW,Australia,2326,8.0,8800.26
635,Joelle,Prior,Female,78,1976-09-25,46.0,Programmer Analyst IV,n/a,Mass Customer,N,165 Petterle Place,NSW,Australia,2145,6.0,4510.46
636,Alejandrina,Canavan,Female,42,1971-09-02,51.0,Systems Administrator II,n/a,Mass Customer,N,8 Golf Drive,NSW,Australia,2747,7.0,7808.71
637,Mercy,Wilsone,Female,60,1976-09-23,46.0,Health Coach I,Health,High Net Worth,N,9427 Tennyson Plaza,NSW,Australia,2759,13.0,10668.27
638,Joey,Ledram,Male,19,1967-04-29,56.0,NA,Manufacturing,High Net Worth,N,8300 Vermont Center,VIC,Australia,3429,8.0,8161.88
639,Mayor,Ismay,Male,51,1974-06-03,49.0,Nuclear Power Engineer,Manufacturing,Mass Customer,N,44 Upham Crossing,NSW,Australia,2148,6.0,6324.91
640,Galvin,O'Keenan,Male,12,1975-07-12,47.0,Librarian,Entertainment,High Net Worth,N,18 Forest Avenue,NSW,Australia,2204,8.0,8264.98
641,Foster,Haysar,Male,86,1974-11-21,48.0,Accounting Assistant I,Manufacturing,Affluent Customer,N,049 Michigan Parkway,VIC,Australia,3337,4.0,4426.71
642,Les,Mines,Male,9,1972-12-19,50.0,Automation Specialist IV,Property,Mass Customer,N,831 Hayes Park,QLD,Australia,4218,7.0,5304.37
643,Carolee,Butters,Female,48,1982-12-29,40.0,Assistant Media Planner,Entertainment,Mass Customer,N,491 Merry Crossing,VIC,Australia,3011,4.0,5576.74
644,Tomlin,Hastwall,Male,59,1999-12-22,23.0,Administrative Officer,Health,Affluent Customer,N,598 Randy Way,NSW,Australia,2380,3.0,1808.74
645,Randolf,Durant,Male,50,1971-04-01,52.0,Analyst Programmer,n/a,High Net Worth,N,5873 Hagan Park,VIC,Australia,3015,7.0,7252.41
646,Rowena,Parchment,Female,3,1973-07-22,49.0,Human Resources Manager,Manufacturing,Affluent Customer,N,3 Erie Hill,VIC,Australia,3564,4.0,5302.88
647,Stanislas,Baildon,Male,61,1957-01-23,66.0,Assistant Manager,Retail,Mass Customer,N,678 Old Gate Pass,VIC,Australia,3171,9.0,11790.92
648,Gardiner,Nutley,Male,86,1978-06-04,45.0,Accountant II,Financial Services,Mass Customer,N,9 Mayfield Road,QLD,Australia,4551,7.0,8410.93
649,Krissie,Dinan,Female,23,1974-12-07,48.0,Legal Assistant,Financial Services,Mass Customer,N,41759 Crowley Circle,NSW,Australia,2560,5.0,3367.73
650,Matthew,Petschelt,Male,81,1977-10-24,45.0,Assistant Manager,Health,Mass Customer,N,9892 Dennis Alley,NSW,Australia,2565,6.0,7604.41
651,Minni,Deegin,Female,76,1973-10-24,49.0,Tax Accountant,Health,Affluent Customer,N,58729 Moland Trail,NSW,Australia,2035,3.0,5028.17
652,Edee,Stoker,Female,62,1996-11-24,26.0,Staff Scientist,Financial Services,High Net Worth,N,36360 Coleman Trail,VIC,Australia,3850,9.0,7423.38
653,Maxy,Hurles,Male,68,1968-01-28,55.0,Graphic Designer,Financial Services,Affluent Customer,N,67 Aberg Hill,NSW,Australia,2519,5.0,5029.76
654,Noelani,Andreuzzi,Female,2,1993-05-19,30.0,Administrative Officer,Manufacturing,Affluent Customer,N,88 La Follette Way,NSW,Australia,2166,4.0,4666.55
