transaction_id,product_id,customer_id,first_name,last_name,gender,num_prev_purchase,DOB,age,job_title,job_industry,wealth_segment,owns_car,street,state,country,post_code,brand,product_line,product_class,product_size,list_price,standard_cost,transaction_date,day_of_week,year,month,day,online_order,order_status
1526,75,286,Kiley,Canaan,Male,99,1989-08-01,33,Accounting Assistant II,Manufacturing,Affluent Customer,N,747 Thackeray Circle,QLD,Australia,4551,Giant Bicycles,Touring,medium,large,1873.97,863.95,2017-07-28,Friday,2017,7,28,FALSE,Approved
1527,54,559,Erma,Vyel,Female,39,1988-03-05,35,Payment Adjustment Coordinator,Retail,High Net Worth,N,1 Service Alley,NSW,Australia,2116,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-12-24,Sunday,2017,12,24,TRUE,Approved
1528,87,3017,Jason,Lorenzo,Male,88,1955-10-05,67,Operator,Financial Services,Affluent Customer,N,885 Larry Park,VIC,Australia,3140,Giant Bicycles,Standard,high,medium,1179.0,707.4,2017-04-15,Saturday,2017,4,15,FALSE,Approved
1529,59,1477,Leo,Balharry,,42,,,Actuary,Financial Services,Mass Customer,N,472 Blaine Junction,NSW,Australia,2440,WeareA2B,Standard,medium,small,1415.01,1.0,2017-03-18,Saturday,2017,3,18,TRUE,Approved
1530,68,1210,Shandie,Sprigg,,81,,,Programmer II,IT,Mass Customer,N,3 Porter Center,NSW,Australia,2230,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-12-13,Wednesday,2017,12,13,TRUE,Approved
1531,55,3340,Torey,Beharrell,Male,61,1991-09-29,31,Physical Therapy Assistant,,Mass Customer,N,322 Namekagon Trail,NSW,Australia,2107,Trek Bicycles,Road,medium,large,1894.19,598.76,2017-09-08,Friday,2017,9,8,FALSE,Approved
1532,28,3204,Ibby,Beedon,Female,51,1994-11-26,28,Media Manager III,Health,Mass Customer,N,220 American Ash Road,QLD,Australia,4022,Norco Bicycles,Standard,medium,small,1216.14,1.0,2017-11-17,Friday,2017,11,17,FALSE,Approved
1533,87,3319,Erda,,Female,67,1966-04-04,57,,Financial Services,Affluent Customer,N,88389 Schiller Drive,VIC,Australia,3029,Giant Bicycles,Standard,high,medium,1179.0,707.4,2017-06-26,Monday,2017,6,26,FALSE,Approved
1534,35,3004,Waylon,Hammant,Male,82,1955-02-20,68,Research Assistant II,Health,Mass Customer,N,9 Swallow Avenue,VIC,Australia,3179,Trek Bicycles,Standard,low,medium,1057.51,154.4,2017-04-30,Sunday,2017,4,30,TRUE,Approved
1535,35,1458,Ashley,Behneke,Male,40,1956-10-22,66,Account Representative IV,Telecommunications,Affluent Customer,N,6279 Lien Junction,NSW,Australia,2560,Trek Bicycles,Standard,low,medium,1057.51,154.4,2017-02-26,Sunday,2017,2,26,FALSE,Approved
1536,0,1290,Vassily,Ramalho,Male,49,1967-08-08,55,VP Marketing,Financial Services,High Net Worth,N,19679 Buell Pass,QLD,Australia,4305,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-11-16,Thursday,2017,11,16,TRUE,Approved
1537,4,940,Marnia,Claesens,Female,3,1987-06-16,36,Administrative Officer,Manufacturing,Mass Customer,N,54905 Anniversary Pass,QLD,Australia,4570,Giant Bicycles,Standard,high,medium,1129.13,677.48,2017-08-29,Tuesday,2017,8,29,FALSE,Approved
1538,51,93,Gordon,Gowar,Male,63,1976-07-16,46,Project Manager,Retail,Mass Customer,N,2 Mcbride Road,VIC,Australia,3070,OHM Cycles,Standard,high,medium,2005.66,1.0,2017-10-12,Thursday,2017,10,12,FALSE,Approved
1539,2,109,Cody,Blabey,Male,16,1978-12-11,44,Marketing Assistant,,Affluent Customer,N,41 Service Lane,NSW,Australia,2217,Solex,Standard,medium,medium,71.49,53.62,2017-10-02,Monday,2017,10,2,TRUE,Approved
1540,67,229,Vaughn,Lambis,Male,30,1966-03-06,57,,Property,High Net Worth,N,93 Westend Terrace,NSW,Australia,2116,Solex,Standard,medium,large,1071.23,380.74,2017-10-18,Wednesday,2017,10,18,FALSE,Approved
1541,58,977,Olga,Dyke,Female,65,1959-11-30,63,Staff Accountant III,,High Net Worth,N,92 Bunker Hill Trail,NSW,Australia,2558,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-11-19,Sunday,2017,11,19,TRUE,Approved
1542,72,2797,Agatha,Vowden,Female,6,1985-09-10,37,,IT,Mass Customer,N,48948 Little Fleur Alley,VIC,Australia,3134,Norco Bicycles,Standard,medium,medium,360.4,270.3,2017-10-16,Monday,2017,10,16,FALSE,Approved
1543,80,626,Albrecht,Forty,Male,12,1992-11-24,30,Geological Engineer,Manufacturing,Mass Customer,N,226 Rowland Street,QLD,Australia,4178,OHM Cycles,Touring,low,medium,1073.07,933.84,2017-01-18,Wednesday,2017,1,18,TRUE,Approved
1544,79,2355,Shaughn,,Male,87,1993-12-19,29,Operator,Manufacturing,Mass Customer,N,52593 Iowa Place,NSW,Australia,2529,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2017-05-12,Friday,2017,5,12,FALSE,Approved
1545,23,578,Charyl,Haimes,Female,72,1995-01-24,28,Web Developer I,,High Net Worth,N,4 Carioca Way,VIC,Australia,3182,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-03-12,Sunday,2017,3,12,TRUE,Approved
1546,70,1134,Sullivan,Scullion,Male,22,1994-09-30,28,Administrative Assistant IV,Financial Services,Affluent Customer,N,771 Sugar Way,NSW,Australia,2076,Trek Bicycles,Standard,high,medium,495.72,297.43,2017-05-01,Monday,2017,5,1,TRUE,Approved
1547,64,935,Aldin,Cracker,Male,76,1994-09-12,28,Marketing Manager,,Mass Customer,N,33 Farwell Crossing,NSW,Australia,2575,Trek Bicycles,Standard,medium,large,1469.44,596.55,2017-05-10,Wednesday,2017,5,10,FALSE,Approved
1548,75,2375,Alika,Milbourne,Female,21,1987-03-17,36,Sales Representative,Retail,Affluent Customer,N,2 Melody Alley,VIC,Australia,3172,Giant Bicycles,Touring,medium,large,1873.97,863.95,2017-03-15,Wednesday,2017,3,15,TRUE,Approved
1549,0,240,Gavin,Fawks,Male,49,1989-07-28,33,Administrative Assistant III,IT,High Net Worth,N,0 Westend Park,NSW,Australia,2525,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-09-14,Thursday,2017,9,14,FALSE,Approved
1550,8,1208,Lira,Durn,Female,23,1983-12-26,39,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,61 Kim Avenue,NSW,Australia,2079,Solex,Road,medium,small,1703.52,1.0,2017-10-14,Saturday,2017,10,14,TRUE,Approved
1551,19,124,Kath,Cunney,Female,27,1995-05-03,28,Administrative Assistant II,Health,High Net Worth,N,739 Elmside Way,VIC,Australia,3074,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-04-17,Monday,2017,4,17,FALSE,Approved
1552,30,1328,Stavro,Gargett,Male,19,1981-09-02,41,Budget/Accounting Analyst IV,IT,Mass Customer,N,27 Farmco Pass,VIC,Australia,3806,Solex,Standard,high,medium,748.17,448.9,2017-12-14,Thursday,2017,12,14,TRUE,Approved
1553,62,842,Mahmud,Dobbson,Male,59,1999-08-16,23,Compensation Analyst,Financial Services,High Net Worth,N,511 Gulseth Plaza,VIC,Australia,3028,Solex,Standard,medium,medium,478.16,298.72,2017-10-23,Monday,2017,10,23,,Approved
1554,54,787,Norma,Batrim,Female,29,1996-12-15,26,,Retail,Affluent Customer,N,0601 Stephen Place,NSW,Australia,2292,WeareA2B,Standard,medium,medium,1292.84,13.44,2017-01-24,Tuesday,2017,1,24,TRUE,Approved
1555,43,748,Linet,Postill,Female,51,1981-04-21,42,VP Marketing,Financial Services,High Net Worth,N,56045 Express Avenue,NSW,Australia,2176,Solex,Standard,medium,medium,1151.96,649.49,2017-11-14,Tuesday,2017,11,14,TRUE,Approved
1556,73,2776,Tyson,Pearcy,Male,59,1980-08-05,42,,,Mass Customer,N,9 Swallow Way,QLD,Australia,4115,Solex,Standard,medium,medium,1945.43,333.18,2017-10-30,Monday,2017,10,30,,Approved
1557,10,1213,Matthieu,Schruur,Male,80,1973-10-21,49,Accounting Assistant II,,High Net Worth,N,7 Magdeline Trail,VIC,Australia,3034,Solex,Standard,medium,medium,1945.43,333.18,2017-01-24,Tuesday,2017,1,24,TRUE,Approved
1558,83,787,Norma,Batrim,Female,29,1996-12-15,26,,Retail,Affluent Customer,N,0601 Stephen Place,NSW,Australia,2292,Solex,Touring,medium,large,2083.94,675.03,2017-06-18,Sunday,2017,6,18,FALSE,Approved
1559,53,2747,Anna-diane,Crumpe,Female,5,1955-09-23,67,Software Test Engineer III,,Affluent Customer,N,5 Lakewood Gardens Court,NSW,Australia,2118,OHM Cycles,Standard,medium,medium,795.34,101.58,2017-10-06,Friday,2017,10,6,TRUE,Approved
1560,28,182,Lydon,Dahlman,Male,99,1992-11-20,30,Sales Associate,Financial Services,Affluent Customer,N,83012 Dapin Lane,QLD,Australia,4300,Norco Bicycles,Standard,medium,small,1216.14,1.0,2017-03-12,Sunday,2017,3,12,TRUE,Approved
1561,46,1545,Carver,Saturley,Male,34,1977-09-06,45,Associate Professor,Health,Mass Customer,N,8595 Ruskin Plaza,VIC,Australia,3196,Solex,Standard,low,medium,1289.85,74.51,2017-12-28,Thursday,2017,12,28,TRUE,Approved
1562,94,1619,Matteo,Hallum,Male,83,1971-12-22,51,Staff Accountant III,,Mass Customer,N,2 Mayfield Alley,NSW,Australia,2089,Giant Bicycles,Standard,medium,large,1635.3,993.66,2017-09-07,Thursday,2017,9,7,TRUE,Approved
1563,0,64,Gerek,Yve,Male,73,1978-03-25,45,Legal Assistant,IT,High Net Worth,N,11474 Westend Hill,VIC,Australia,3752,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-04-20,Thursday,2017,4,20,TRUE,Approved
1564,74,3153,Hannis,Jakubovits,Female,87,1973-12-30,49,Compensation Analyst,Financial Services,High Net Worth,N,121 Anniversary Lane,NSW,Australia,2200,WeareA2B,Standard,medium,medium,1228.07,400.91,2017-08-25,Friday,2017,8,25,FALSE,Approved
1565,46,1449,Ashly,Abramamovh,Female,38,1967-08-26,55,Staff Accountant IV,,High Net Worth,N,5 Carioca Pass,NSW,Australia,2594,Solex,Standard,low,medium,1289.85,74.51,2017-09-13,Wednesday,2017,9,13,TRUE,Approved
1566,23,2906,Ivory,MacKnocker,Female,93,1992-07-02,30,GIS Technical Architect,Retail,Mass Customer,N,72850 Lotheville Junction,NSW,Australia,2480,Norco Bicycles,Mountain,low,small,688.63,612.88,2017-10-01,Sunday,2017,10,1,FALSE,Approved
1567,100,282,Lauren,Curcher,Male,82,1989-10-27,33,VP Quality Control,Agriculture,High Net Worth,N,8 Riverside Place,QLD,Australia,4211,Norco Bicycles,Road,medium,medium,1036.59,206.35,2017-10-22,Sunday,2017,10,22,TRUE,Approved
1568,0,3081,Dodi,Volker,Female,61,1971-07-25,51,Mechanical Systems Engineer,,High Net Worth,N,53 Dunning Lane,VIC,Australia,3024,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-03-17,Friday,2017,3,17,FALSE,Approved
1569,3,2901,Banky,Baudichon,Male,77,1995-06-11,28,,Manufacturing,Mass Customer,N,848 Cascade Alley,QLD,Australia,4301,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-05-10,Wednesday,2017,5,10,TRUE,Approved
1570,93,1129,Hercule,,Male,2,1977-06-29,45,VP Marketing,Entertainment,Mass Customer,N,1 Nevada Park,QLD,Australia,4226,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-04-11,Tuesday,2017,4,11,TRUE,Approved
1571,12,3199,Florry,Neasam,Female,98,1969-08-31,53,Product Engineer,,Mass Customer,N,08 Roth Hill,QLD,Australia,4208,WeareA2B,Standard,medium,medium,1231.15,161.6,2017-06-30,Friday,2017,6,30,TRUE,Approved
1572,86,1807,Pollyanna,Serjeantson,Female,45,1955-03-15,68,Help Desk Operator,,High Net Worth,N,69555 Dakota Alley,QLD,Australia,4211,OHM Cycles,Standard,medium,medium,235.63,125.07,2017-06-09,Friday,2017,6,9,TRUE,Approved
1573,0,2027,Whitney,Dahle,Male,89,1964-09-02,58,VP Product Management,,High Net Worth,N,9670 4th Point,NSW,Australia,2065,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-09-29,Friday,2017,9,29,TRUE,Approved
1574,35,1725,Corena,Postlewhite,Female,80,1979-07-19,43,Junior Executive,Manufacturing,High Net Worth,N,2 Mcguire Terrace,NSW,Australia,2323,Trek Bicycles,Standard,low,medium,1057.51,154.4,2017-08-06,Sunday,2017,8,6,FALSE,Approved
1575,0,2347,L;urette,Annott,Female,79,1957-03-04,66,Programmer Analyst I,,High Net Worth,N,1081 Laurel Park,NSW,Australia,2049,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-07-29,Saturday,2017,7,29,TRUE,Approved
1576,0,2420,Celie,Guyers,Female,10,1976-08-26,46,Staff Scientist,Financial Services,High Net Worth,N,290 Jay Drive,QLD,Australia,4210,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-05-05,Friday,2017,5,5,TRUE,Approved
1577,93,2231,Rasla,Landreth,Female,68,1959-09-25,63,Accounting Assistant II,,Mass Customer,N,3073 Golf View Terrace,QLD,Australia,4165,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-10-14,Saturday,2017,10,14,TRUE,Approved
1578,27,3075,Corty,Debell,Male,36,1959-10-24,63,,Entertainment,Mass Customer,N,08180 Golf Park,VIC,Australia,3068,Trek Bicycles,Standard,medium,medium,499.53,388.72,2017-02-27,Monday,2017,2,27,FALSE,Approved
1579,92,1026,Vernon,Hakking,Male,66,1994-07-29,28,,Financial Services,Affluent Customer,N,66 Hudson Crossing,NSW,Australia,2153,WeareA2B,Standard,medium,small,1415.01,1.0,2017-05-26,Friday,2017,5,26,TRUE,Approved
1580,77,2598,Lindsay,Maydway,Male,23,1980-03-26,43,Senior Developer,Manufacturing,Affluent Customer,N,2 Marquette Drive,NSW,Australia,2204,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-02-02,Thursday,2017,2,2,FALSE,Approved
1581,11,204,Thorny,Hackworth,Male,56,1976-10-01,46,Editor,Financial Services,Mass Customer,N,4 Londonderry Lane,VIC,Australia,3084,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-07-10,Monday,2017,7,10,TRUE,Approved
1582,59,2058,Ronna,Wickersham,Female,99,1978-02-04,45,Database Administrator I,Agriculture,High Net Worth,N,9362 Grim Plaza,QLD,Australia,4702,WeareA2B,Standard,medium,small,1415.01,1.0,2017-09-01,Friday,2017,9,1,TRUE,Approved
1583,55,545,Alecia,Crosse,Female,43,1978-06-04,45,Project Manager,Health,Mass Customer,N,142 Cambridge Place,NSW,Australia,2761,Trek Bicycles,Road,medium,large,1894.19,598.76,2017-05-16,Tuesday,2017,5,16,TRUE,Approved
1584,0,656,Marty,Lebreton,Female,80,1978-11-17,44,Automation Specialist III,Manufacturing,High Net Worth,N,60 Meadow Vale Hill,VIC,Australia,3032,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-10-20,Friday,2017,10,20,TRUE,Approved
1585,40,596,Sue,Chapelhow,Female,9,1968-10-20,54,Recruiter,Property,Affluent Customer,N,067 Cottonwood Park,QLD,Australia,4340,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-10-06,Friday,2017,10,6,TRUE,Approved
1586,18,133,Eldridge,Fiddeman,Male,12,1977-06-13,46,VP Accounting,Financial Services,Mass Customer,N,19392 7th Trail,QLD,Australia,4744,Norco Bicycles,Standard,high,medium,1148.64,689.18,2017-01-04,Wednesday,2017,1,4,TRUE,Approved
1587,68,1778,Emera,Margrem,Female,72,2000-07-30,22,Staff Accountant III,,Mass Customer,N,8 Vermont Pass,VIC,Australia,3930,OHM Cycles,Standard,medium,medium,1636.9,44.71,2017-01-16,Monday,2017,1,16,TRUE,Approved
1588,36,2149,Lana,Druce,Female,26,1978-05-19,45,Professor,,High Net Worth,N,2 Spaight Road,NSW,Australia,2210,Solex,Standard,low,medium,945.04,507.58,2017-11-23,Thursday,2017,11,23,FALSE,Approved
1589,37,2434,Lenci,Soars,Male,40,1956-11-17,66,Environmental Specialist,,Affluent Customer,N,1966 Glendale Avenue,QLD,Australia,4207,OHM Cycles,Standard,low,medium,1793.43,248.82,2017-11-09,Thursday,2017,11,9,TRUE,Approved
1590,19,1316,Steven,Castellaccio,Male,79,1990-03-06,33,Recruiter,Retail,High Net Worth,N,482 Bartelt Junction,QLD,Australia,4280,Trek Bicycles,Mountain,low,medium,574.64,459.71,2017-04-11,Tuesday,2017,4,11,FALSE,Approved
1591,22,2251,Leslie,Shotboult,Male,68,1959-08-19,63,,Property,High Net Worth,N,81 Forest Dale Center,VIC,Australia,3555,WeareA2B,Standard,medium,medium,60.34,45.26,2017-06-07,Wednesday,2017,6,7,TRUE,Approved
1592,77,770,Zara,Maccaddie,Female,10,1984-02-05,39,Software Consultant,IT,High Net Worth,N,80 Scofield Alley,VIC,Australia,3121,Norco Bicycles,Road,medium,large,1240.31,795.1,2017-11-11,Saturday,2017,11,11,FALSE,Approved
1593,44,534,Madel,Palffrey,Female,2,1954-08-16,68,Systems Administrator I,,Mass Customer,N,46 Eastlawn Lane,NSW,Australia,2218,WeareA2B,Standard,medium,medium,1769.64,108.76,2017-04-06,Thursday,2017,4,6,FALSE,Approved
1594,98,2923,Julie,Kennagh,Female,46,1971-11-30,51,Teacher,,Affluent Customer,N,3957 American Ash Plaza,NSW,Australia,2440,Trek Bicycles,Standard,high,medium,358.39,215.03,2017-03-23,Thursday,2017,3,23,TRUE,Approved
1595,4,3270,Tracey,Redsull,Male,47,1957-04-12,66,Administrative Officer,Financial Services,Mass Customer,N,54 Bonner Drive,VIC,Australia,3068,Giant Bicycles,Standard,high,medium,1129.13,677.48,2017-01-18,Wednesday,2017,1,18,TRUE,Approved
1596,62,2604,Lewiss,Jaeggi,Male,91,1975-05-08,48,Account Executive,Retail,Mass Customer,N,6 Carioca Avenue,VIC,Australia,3185,Solex,Standard,medium,medium,478.16,298.72,2017-10-05,Thursday,2017,10,5,TRUE,Approved
1597,50,2948,Yank,Scarlett,Male,23,1997-01-17,26,Internal Auditor,Manufacturing,Mass Customer,N,68473 Leroy Avenue,QLD,Australia,4105,WeareA2B,Standard,medium,small,175.89,131.92,2017-05-05,Friday,2017,5,5,FALSE,Approved
1598,88,1935,Galvan,,Male,72,1974-11-13,48,Senior Sales Associate,,Mass Customer,N,53 Muir Terrace,NSW,Australia,2170,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-01-15,Sunday,2017,1,15,TRUE,Approved
1599,53,3055,Viki,Drache,Female,96,1999-08-23,23,General Manager,,Mass Customer,N,99142 Eastwood Way,QLD,Australia,4870,OHM Cycles,Standard,medium,medium,795.34,101.58,2017-05-20,Saturday,2017,5,20,FALSE,Approved
1600,79,3228,Margette,Donaghie,Female,36,1964-08-16,58,Social Worker,Health,Mass Customer,N,751 Cordelia Terrace,NSW,Australia,2880,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2017-11-20,Monday,2017,11,20,TRUE,Approved
1601,69,1178,Angelo,Byne,Male,1,1970-05-26,53,Pharmacist,Health,Mass Customer,N,0005 Independence Drive,NSW,Australia,2118,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-07-30,Sunday,2017,7,30,FALSE,Approved
1602,48,1974,Aharon,Moller,Male,67,1958-06-15,65,Administrative Officer,,Mass Customer,N,18 Express Street,NSW,Australia,2165,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-08-02,Wednesday,2017,8,2,TRUE,Approved
1603,11,3321,Ives,,Male,38,1980-05-10,43,Software Test Engineer I,,High Net Worth,N,6 Ludington Place,NSW,Australia,2042,Giant Bicycles,Standard,high,medium,1274.93,764.96,2017-09-25,Monday,2017,9,25,FALSE,Approved
1604,47,2944,Kimball,Scutter,Male,45,1977-06-05,46,Environmental Specialist,Manufacturing,Affluent Customer,N,797 Orin Terrace,NSW,Australia,2119,Trek Bicycles,Road,low,small,1720.7,1.0,2017-02-23,Thursday,2017,2,23,TRUE,Approved
1605,64,134,Merna,McCulloch,Female,34,1997-08-01,25,Legal Assistant,Telecommunications,Affluent Customer,N,1605 Northfield Junction,NSW,Australia,2158,Trek Bicycles,Standard,medium,large,1469.44,596.55,2017-09-06,Wednesday,2017,9,6,FALSE,Approved
1606,40,1847,Bobinette,Stanaway,Female,68,1978-02-04,45,Executive Secretary,Manufacturing,Mass Customer,N,894 Duke Crossing,NSW,Australia,2665,OHM Cycles,Standard,high,medium,1458.17,874.9,2017-08-08,Tuesday,2017,8,8,TRUE,Approved
1607,61,349,Vinnie,Usherwood,Female,35,1981-04-15,42,Computer Systems Analyst IV,Manufacturing,High Net Worth,N,98 Westerfield Trail,VIC,Australia,3127,OHM Cycles,Standard,low,medium,71.16,56.93,2017-01-30,Monday,2017,1,30,FALSE,Approved
1608,88,1884,Aurore,Buckmaster,Female,19,1969-11-25,53,,Manufacturing,Mass Customer,N,36 Sommers Place,NSW,Australia,2096,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-01-05,Thursday,2017,1,5,FALSE,Approved
1609,87,1241,Lolly,Junkison,Female,23,1986-03-22,37,Pharmacist,Health,Affluent Customer,N,359 Kropf Point,NSW,Australia,2750,Giant Bicycles,Standard,high,medium,1179.0,707.4,2017-09-18,Monday,2017,9,18,FALSE,Approved
1610,85,2260,Jarad,Barthropp,Male,38,1967-02-09,56,Administrative Assistant IV,Agriculture,High Net Worth,N,40 Rigney Street,NSW,Australia,2200,WeareA2B,Standard,medium,medium,752.64,205.36,2017-12-13,Wednesday,2017,12,13,FALSE,Approved
1611,48,837,Derick,Fasler,Male,4,1957-01-11,66,Internal Auditor,,Mass Customer,N,055 Dakota Pass,NSW,Australia,2290,WeareA2B,Standard,medium,medium,1762.96,950.52,2017-06-06,Tuesday,2017,6,6,TRUE,Approved
1612,82,3433,Karissa,Cabral,Female,10,1998-04-28,25,Computer Systems Analyst II,Property,Mass Customer,N,82 Warrior Hill,VIC,Australia,3174,Giant Bicycles,Road,medium,medium,1538.99,829.65,2017-03-14,Tuesday,2017,3,14,TRUE,Approved
1613,58,3461,Nigel,Izard,Male,28,1962-11-30,60,Environmental Specialist,Manufacturing,Affluent Customer,N,6 Reindahl Hill,NSW,Australia,2196,OHM Cycles,Standard,medium,medium,912.52,141.4,2017-01-07,Saturday,2017,1,7,FALSE,Approved
1614,29,635,Joelle,Prior,Female,78,1976-09-25,46,Programmer Analyst IV,,Mass Customer,N,165 Petterle Place,NSW,Australia,2145,WeareA2B,Standard,medium,medium,1065.03,230.09,2017-07-25,Tuesday,2017,7,25,FALSE,Approved
1615,69,3447,Linell,,Female,43,1977-11-23,45,,Financial Services,High Net Worth,N,82591 Fallview Hill,VIC,Australia,3021,Giant Bicycles,Road,medium,medium,792.9,594.68,2017-01-16,Monday,2017,1,16,TRUE,Approved
1616,3,3040,Kameko,Kinrade,Female,87,1966-11-28,56,General Manager,Retail,Mass Customer,N,1 Melrose Lane,NSW,Australia,2010,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-01-19,Thursday,2017,1,19,TRUE,Cancelled
1617,88,1390,Christyna,Feldberg,Female,74,2000-01-25,23,Accounting Assistant I,Retail,High Net Worth,N,02701 Talmadge Junction,VIC,Australia,3082,Norco Bicycles,Standard,medium,medium,1198.46,381.1,2017-01-31,Tuesday,2017,1,31,FALSE,Approved
1618,66,2871,Hubie,Keld,Male,49,1978-03-20,45,Assistant Media Planner,Entertainment,High Net Worth,N,60717 Farmco Center,NSW,Australia,2047,Solex,Standard,medium,medium,1163.89,589.27,2017-05-29,Monday,2017,5,29,FALSE,Approved
1619,17,2024,Elinor,Biggerstaff,Female,69,2000-07-14,22,VP Sales,IT,Mass Customer,N,53358 David Circle,QLD,Australia,4306,Solex,Standard,high,medium,1024.66,614.8,2017-04-18,Tuesday,2017,4,18,FALSE,Approved
1620,34,1642,Nollie,Matteoli,Male,97,1982-10-11,40,Systems Administrator II,Manufacturing,Affluent Customer,N,2 Ridgeway Circle,NSW,Australia,2090,Norco Bicycles,Road,high,large,774.53,464.72,2017-03-01,Wednesday,2017,3,1,FALSE,Approved
1621,14,1302,Ericka,Eggers,Female,29,1998-05-03,25,Biostatistician I,Financial Services,Affluent Customer,N,9 Sugar Junction,QLD,Australia,4053,Solex,Standard,high,large,1842.92,1.0,2017-05-15,Monday,2017,5,15,FALSE,Approved
1622,0,736,Sansone,Eastcourt,Male,41,1974-05-24,49,Help Desk Operator,,High Net Worth,N,2726 Cardinal Way,VIC,Australia,3073,Norco Bicycles,Road,medium,medium,544.05,376.84,2017-09-07,Thursday,2017,9,7,,Approved
1623,81,2782,Gillian,Scrimshire,Female,91,1988-05-11,35,Tax Accountant,IT,Mass Customer,N,39 Lindbergh Drive,NSW,Australia,2170,Solex,Standard,medium,medium,1151.96,649.49,2017-02-14,Tuesday,2017,2,14,FALSE,Approved
1624,53,207,Adena,Whyman,Female,9,1994-08-10,28,,,Mass Customer,N,2 Thierer Road,QLD,Australia,4113,OHM Cycles,Standard,medium,medium,795.34,101.58,2017-03-15,Wednesday,2017,3,15,TRUE,Approved
1625,90,2610,Arliene,Bartolijn,Female,41,1954-04-30,69,Account Coordinator,IT,Mass Customer,N,1031 Kennedy Way,QLD,Australia,4507,Norco Bicycles,Standard,low,medium,363.01,290.41,2017-09-09,Saturday,2017,9,9,TRUE,Approved
1626,38,666,Anselma,Ricardon,Female,82,1983-11-01,39,Social Worker,Health,High Net Worth,N,25 Mesta Plaza,VIC,Australia,3975,Trek Bicycles,Standard,medium,large,2091.47,388.92,2017-10-04,Wednesday,2017,10,4,FALSE,Approved
1627,20,3156,Bearnard,Letixier,Male,23,1976-09-28,46,,Financial Services,Mass Customer,N,63663 Darwin Crossing,NSW,Australia,2565,Trek Bicycles,Standard,medium,small,1775.81,1.0,2017-01-31,Tuesday,2017,1,31,FALSE,Approved
1628,9,466,Jarad,Bauser,Male,84,1991-01-27,32,,Manufacturing,Affluent Customer,N,9 Dahle Place,NSW,Australia,2763,OHM Cycles,Road,medium,medium,742.54,667.4,2017-05-22,Monday,2017,5,22,FALSE,Approved
1629,78,2160,Kettie,Cantopher,Female,64,1971-06-26,51,Recruiter,Health,Mass Customer,N,32705 Shelley Junction,VIC,Australia,3172,Giant Bicycles,Standard,medium,large,1765.3,709.48,2017-05-10,Wednesday,2017,5,10,FALSE,Approved
1630,91,1977,Myrtia,Paschke,Female,28,1977-10-04,45,,Manufacturing,Mass Customer,N,4622 Dixon Junction,NSW,Australia,2048,WeareA2B,Standard,low,medium,642.31,513.85,2017-10-31,Tuesday,2017,10,31,FALSE,Approved
1631,22,3292,Hamlen,Slograve,Male,71,1973-04-09,50,Web Designer I,Retail,Affluent Customer,N,6 Golf Center,NSW,Australia,2042,WeareA2B,Standard,medium,medium,60.34,45.26,2017-03-04,Saturday,2017,3,4,TRUE,Approved
1632,73,2684,Erastus,Payley,Male,96,1964-03-14,59,Health Coach IV,Health,Mass Customer,N,111 Hooker Avenue,QLD,Australia,4860,Solex,Standard,medium,medium,1945.43,333.18,2017-11-17,Friday,2017,11,17,TRUE,Approved
1633,7,3169,Maxim,Chavrin,Male,96,1964-01-12,59,Payment Adjustment Coordinator,IT,Mass Customer,N,398 Butternut Place,VIC,Australia,3027,Trek Bicycles,Road,low,medium,980.37,234.43,2017-05-09,Tuesday,2017,5,9,FALSE,Approved
1634,64,1103,Glynnis,Sailor,Female,76,1978-01-30,45,Financial Advisor,Financial Services,High Net Worth,N,258 Luster Court,NSW,Australia,2154,Trek Bicycles,Standard,medium,large,1469.44,596.55,2017-02-06,Monday,2017,2,6,FALSE,Approved
